,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income_bracket,income,gender,srace,Y,attr
9294,9294,36,4,215373,9,13,4,4,1, White, Male,0,0,70, United-States, <=50K,1,1,4,1,-1
9295,9295,35,6,169426,7,12,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9296,9296,47,4,202856,15,10,0,1,1, White, Female,0,0,36, United-States, <=50K,1,0,4,1,1
9297,9297,33,4,50276,9,13,4,4,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9298,9298,48,6,187454,9,13,2,10,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9299,9299,42,4,126098,11,9,5,3,4, Black, Female,0,0,40, United-States, <=50K,1,0,2,1,1
9300,9300,19,4,250639,15,10,4,8,3, White, Male,0,0,24, United-States, <=50K,1,1,4,1,-1
9301,9301,64,5,195366,9,13,2,10,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9302,9302,51,6,186845,9,13,2,5,0, White, Male,0,0,8, United-States, <=50K,1,1,4,1,-1
9303,9303,20,1,119156,11,9,4,1,2, White, Male,0,0,20, United-States, <=50K,1,1,4,1,-1
9304,9304,28,4,162343,11,9,4,8,1, White, Male,0,0,40, Puerto-Rico, <=50K,1,1,4,1,-1
9305,9305,52,4,108435,12,14,2,4,0, White, Male,0,1902,50, Greece, >50K,-1,1,4,-1,-1
9306,9306,29,6,394927,15,10,4,3,1, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9307,9307,51,4,172281,9,13,5,12,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9308,9308,36,4,370767,11,9,2,10,0, White, Male,0,2377,60, United-States, <=50K,1,1,4,1,-1
9309,9309,43,4,352005,9,13,2,12,0, White, Male,15024,0,45, United-States, >50K,-1,1,4,-1,-1
9310,9310,52,4,165681,15,10,2,4,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9311,9311,50,4,258819,11,9,0,3,1, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9312,9312,25,4,130793,15,10,0,8,1, White, Male,0,0,30, United-States, <=50K,1,1,4,1,-1
9313,9313,36,4,118909,7,12,4,1,4, Black, Female,0,0,40, Jamaica, <=50K,1,0,2,1,1
9314,9314,44,4,202466,15,10,2,4,5, White, Female,0,0,60, United-States, <=50K,1,0,4,1,1
9315,9315,47,4,161558,0,6,3,14,1, Black, Male,0,0,45, United-States, <=50K,1,1,2,1,-1
9316,9316,32,4,188246,11,9,0,3,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9317,9317,37,4,160120,12,14,4,10,4, Asian-Pac-Islander, Male,0,0,40, South, <=50K,1,1,1,1,-1
9318,9318,40,4,144594,11,9,2,1,0, White, Male,2829,0,40, United-States, <=50K,1,1,4,1,-1
9319,9319,34,6,123429,11,9,2,12,0, White, Male,0,0,60, United-States, <=50K,1,1,4,1,-1
9320,9320,35,5,340110,15,10,2,12,0, White, Male,0,0,50, United-States, >50K,-1,1,4,-1,-1
9321,9321,26,4,523067,15,10,4,10,3, White, Male,0,0,3, El-Salvador, <=50K,1,1,4,1,-1
9322,9322,49,6,113513,9,13,2,5,0, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9323,9323,63,0,186809,9,13,2,0,0, White, Male,0,0,30, United-States, >50K,-1,1,4,-1,-1
9324,9324,46,6,320421,9,13,3,10,1, White, Male,0,0,25, United-States, <=50K,1,1,4,1,-1
9325,9325,31,2,295589,15,10,4,1,3, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9326,9326,22,4,370548,8,11,4,3,1, White, Male,0,0,30, United-States, <=50K,1,1,4,1,-1
9327,9327,20,4,120572,15,10,4,8,1, White, Female,0,0,12, United-States, <=50K,1,0,4,1,1
9328,9328,52,4,110977,10,16,4,4,1, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9329,9329,26,4,55860,15,10,4,1,1, Black, Female,0,0,40, United-States, <=50K,1,0,2,1,1
9330,9330,34,4,158800,9,13,2,4,0, White, Male,0,0,50, United-States, >50K,-1,1,4,-1,-1
9331,9331,31,4,131568,6,5,4,7,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9332,9332,46,4,173613,11,9,0,12,4, White, Female,0,0,30, United-States, <=50K,1,0,4,1,1
9333,9333,22,4,216867,5,4,2,7,0, White, Male,0,0,40, Mexico, <=50K,1,1,4,1,-1
9334,9334,38,4,104089,8,11,4,3,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9335,9335,35,4,208106,11,9,2,12,0, White, Male,0,0,40, Ecuador, <=50K,1,1,4,1,-1
9336,9336,27,7,340269,15,10,4,11,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9337,9337,27,4,236246,7,12,2,4,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9338,9338,46,4,213408,15,10,0,12,4, White, Female,0,0,40, Cuba, <=50K,1,0,4,1,1
9339,9339,40,0,84232,11,9,4,0,1, White, Female,0,0,4, United-States, <=50K,1,0,4,1,1
9340,9340,19,4,302945,15,10,4,1,3, White, Male,0,0,10, Thailand, <=50K,1,1,4,1,-1
9341,9341,69,0,28197,11,9,2,0,0, White, Male,0,0,60, United-States, >50K,-1,1,4,-1,-1
9342,9342,20,4,262749,15,10,4,8,3, White, Male,0,0,35, United-States, <=50K,1,1,4,1,-1
9343,9343,34,1,198265,9,13,2,11,0, White, Male,0,0,60, United-States, <=50K,1,1,4,1,-1
9344,9344,49,4,170871,12,14,2,4,0, White, Male,0,0,45, United-States, >50K,-1,1,4,-1,-1
9345,9345,27,4,177761,15,10,2,5,0, Other, Male,0,0,50, United-States, <=50K,1,1,3,1,-1
9346,9346,59,4,175689,15,10,2,1,5, White, Female,0,0,14, Cuba, >50K,-1,0,4,-1,1
9347,9347,45,4,205100,9,13,2,4,0, White, Male,15024,0,60, United-States, >50K,-1,1,4,-1,-1
9348,9348,21,4,77759,15,10,4,12,3, White, Female,0,0,15, United-States, <=50K,1,0,4,1,1
9349,9349,51,7,77905,8,11,0,10,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9350,9350,64,0,193575,1,7,4,0,4, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9351,9351,41,7,116520,10,16,2,10,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9352,9352,18,0,85154,2,8,4,0,3, Asian-Pac-Islander, Female,0,0,24, Germany, <=50K,1,0,1,1,1
9353,9353,49,4,180532,12,14,3,10,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9354,9354,51,4,508891,11,9,0,7,3, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9355,9355,20,4,211345,15,10,4,6,3, White, Female,0,0,20, United-States, <=50K,1,0,4,1,1
9356,9356,69,6,170877,11,9,2,12,0, White, Male,0,0,48, United-States, <=50K,1,1,4,1,-1
9357,9357,18,0,97318,11,9,4,0,3, White, Female,0,0,35, United-States, <=50K,1,0,4,1,1
9358,9358,43,4,184105,11,9,2,6,0, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9359,9359,50,4,150941,11,9,0,7,4, Black, Female,0,0,44, United-States, <=50K,1,0,2,1,1
9360,9360,32,4,303942,11,9,2,7,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9361,9361,27,2,273929,11,9,4,5,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9362,9362,38,4,197077,11,9,2,8,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9363,9363,62,4,162825,11,9,2,7,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9364,9364,46,4,159869,11,9,0,4,1, White, Male,0,0,44, United-States, <=50K,1,1,4,1,-1
9365,9365,19,4,158343,15,10,4,13,3, White, Female,0,0,40, ?, <=50K,1,0,4,1,1
9366,9366,17,0,406920,0,6,4,0,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9367,9367,21,4,227986,11,9,4,7,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9368,9368,36,4,137527,9,13,4,1,1, White, Female,0,0,50, United-States, <=50K,1,0,4,1,1
9369,9369,36,4,180150,2,8,0,6,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9370,9370,23,4,239539,11,9,4,7,3, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,1,1,1,1,-1
9371,9371,58,4,281792,9,13,2,10,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9372,9372,40,4,224799,9,13,2,10,0, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9373,9373,64,4,292639,15,10,2,4,5, White, Female,10566,0,35, United-States, <=50K,1,0,4,1,1
9374,9374,66,4,22313,1,7,2,3,0, White, Male,0,0,20, United-States, <=50K,1,1,4,1,-1
9375,9375,42,4,194636,11,9,2,12,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9376,9376,55,4,156089,15,10,6,1,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9377,9377,53,4,193720,15,10,2,4,0, White, Male,0,1977,40, United-States, >50K,-1,1,4,-1,-1
9378,9378,25,4,218667,11,9,2,6,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9379,9379,39,4,358837,15,10,4,13,4, Black, Female,0,0,40, United-States, <=50K,1,0,2,1,1
9380,9380,20,4,174685,11,9,4,8,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9381,9381,32,4,168854,11,9,2,8,0, White, Male,0,0,54, United-States, <=50K,1,1,4,1,-1
9382,9382,28,4,133696,9,13,4,12,4, White, Male,0,0,65, United-States, <=50K,1,1,4,1,-1
9383,9383,23,1,350680,7,12,4,4,3, White, Female,0,0,40, Poland, <=50K,1,0,4,1,1
9384,9384,18,4,115215,11,9,4,8,3, White, Male,0,0,25, United-States, <=50K,1,1,4,1,-1
9385,9385,43,6,152958,11,9,2,4,0, White, Male,0,0,35, United-States, >50K,-1,1,4,-1,-1
9386,9386,29,4,217200,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9387,9387,32,4,235124,15,10,2,11,0, White, Male,0,0,46, Dominican-Republic, <=50K,1,1,4,1,-1
9388,9388,31,2,144949,11,9,0,3,4, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9389,9389,60,4,135470,4,3,2,3,0, White, Male,0,0,40, Mexico, <=50K,1,1,4,1,-1
9390,9390,42,4,281209,15,10,2,14,0, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9391,9391,46,4,155489,12,14,2,4,0, White, Male,0,0,50, United-States, >50K,-1,1,4,-1,-1
9392,9392,38,4,290306,11,9,2,3,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9393,9393,18,4,182042,1,7,4,8,3, White, Female,0,0,19, United-States, <=50K,1,0,4,1,1
9394,9394,31,4,210008,11,9,4,12,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9395,9395,54,4,234938,11,9,2,12,0, White, Male,4064,0,55, United-States, <=50K,1,1,4,1,-1
9396,9396,46,4,315423,15,10,2,12,0, White, Male,0,2042,50, United-States, <=50K,1,1,4,1,-1
9397,9397,27,6,30244,11,9,4,5,3, White, Male,0,0,80, United-States, <=50K,1,1,4,1,-1
9398,9398,50,2,30008,9,13,2,10,0, White, Male,0,0,45, United-States, >50K,-1,1,4,-1,-1
9399,9399,38,6,201328,5,4,2,5,0, White, Male,0,0,56, United-States, <=50K,1,1,4,1,-1
9400,9400,36,7,96468,12,14,4,10,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9401,9401,25,4,486332,11,9,0,8,1, White, Male,0,0,40, Mexico, <=50K,1,1,4,1,-1
9402,9402,19,4,46162,11,9,4,5,3, White, Male,0,0,25, United-States, <=50K,1,1,4,1,-1
9403,9403,60,2,98350,15,10,2,8,0, Asian-Pac-Islander, Male,0,0,60, Philippines, <=50K,1,1,1,1,-1
9404,9404,45,2,175958,6,5,4,8,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9405,9405,21,4,119309,15,10,4,13,3, White, Male,0,1602,16, United-States, <=50K,1,1,4,1,-1
9406,9406,42,4,175935,11,9,0,14,1, White, Male,0,1980,46, United-States, <=50K,1,1,4,1,-1
9407,9407,38,4,204527,11,9,2,3,0, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9408,9408,22,0,57827,15,10,4,0,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9409,9409,19,4,418176,11,9,4,4,1, Black, Male,0,0,32, United-States, <=50K,1,1,2,1,-1
9410,9410,23,4,262744,15,10,4,1,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9411,9411,24,4,177287,15,10,4,6,3, White, Female,0,0,30, United-States, <=50K,1,0,4,1,1
9412,9412,30,4,255004,7,12,0,12,1, White, Male,0,0,52, United-States, <=50K,1,1,4,1,-1
9413,9413,62,4,183735,15,10,2,4,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9414,9414,26,6,318644,14,15,4,10,3, White, Male,0,0,20, United-States, <=50K,1,1,4,1,-1
9415,9415,42,1,132125,9,13,2,4,0, White, Male,0,0,52, United-States, >50K,-1,1,4,-1,-1
9416,9416,33,4,206051,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9417,9417,54,5,99185,10,16,2,10,0, White, Male,0,0,50, ?, >50K,-1,1,4,-1,-1
9418,9418,35,4,225750,9,13,0,10,4, White, Female,0,0,32, United-States, <=50K,1,0,4,1,1
9419,9419,33,4,245777,11,9,0,12,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9420,9420,45,4,169092,11,9,0,12,1, White, Female,0,0,55, United-States, <=50K,1,0,4,1,1
9421,9421,62,4,211035,9,13,2,1,5, White, Female,0,0,30, United-States, >50K,-1,0,4,-1,1
9422,9422,24,4,285432,11,9,4,4,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9423,9423,50,2,154779,15,10,0,1,1, Black, Female,0,0,40, United-States, <=50K,1,0,2,1,1
9424,9424,54,4,37237,9,13,2,10,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9425,9425,58,4,417419,5,4,0,7,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9426,9426,39,5,33975,11,9,2,3,0, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9427,9427,32,4,42485,11,9,0,3,4, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9428,9428,27,4,170017,9,13,2,10,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9429,9429,27,4,152683,11,9,2,14,0, White, Male,3908,0,35, United-States, <=50K,1,1,4,1,-1
9430,9430,20,4,41721,15,10,4,8,3, White, Male,0,0,60, United-States, <=50K,1,1,4,1,-1
9431,9431,64,4,66634,5,4,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9432,9432,55,5,257216,12,14,6,12,1, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9433,9433,46,4,167882,11,9,0,13,1, White, Female,0,0,43, United-States, <=50K,1,0,4,1,1
9434,9434,45,4,179428,15,10,2,14,0, White, Male,0,0,55, United-States, <=50K,1,1,4,1,-1
9435,9435,26,4,57512,11,9,4,14,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9436,9436,36,4,301614,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9437,9437,25,4,193820,9,13,4,12,1, White, Female,0,1876,40, United-States, <=50K,1,0,4,1,1
9438,9438,58,4,222247,0,6,2,14,0, White, Male,0,1887,40, United-States, >50K,-1,1,4,-1,-1
9439,9439,39,5,189092,9,13,2,4,0, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9440,9440,47,4,217509,11,9,6,9,1, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K,1,0,1,1,1
9441,9441,35,4,308691,12,14,2,7,0, White, Male,0,0,48, United-States, <=50K,1,1,4,1,-1
9442,9442,38,4,169672,11,9,2,4,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9443,9443,50,4,120914,1,7,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9444,9444,36,4,370156,11,9,0,1,4, White, Female,0,0,38, United-States, <=50K,1,0,4,1,1
9445,9445,28,4,398220,4,3,4,3,2, White, Male,0,0,40, Mexico, <=50K,1,1,4,1,-1
9446,9446,44,6,208277,11,9,2,7,5, White, Female,0,0,45, United-States, <=50K,1,0,4,1,1
9447,9447,40,4,337456,11,9,0,11,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9448,9448,55,4,172666,15,10,2,3,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9449,9449,29,6,32280,11,9,4,5,1, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9450,9450,33,4,194901,11,9,2,3,0, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9451,9451,19,0,57329,15,10,4,0,3, White, Female,0,0,30, Japan, <=50K,1,0,4,1,1
9452,9452,32,4,173730,9,13,2,4,0, White, Male,7688,0,40, United-States, >50K,-1,1,4,-1,-1
9453,9453,45,2,153312,12,14,2,10,0, Black, Male,0,0,10, United-States, >50K,-1,1,2,-1,-1
9454,9454,23,4,274797,11,9,4,6,3, White, Male,0,0,25, United-States, <=50K,1,1,4,1,-1
9455,9455,31,4,359249,8,11,4,11,3, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9456,9456,22,4,152744,15,10,4,8,1, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K,1,0,1,1,1
9457,9457,59,4,188041,11,9,0,6,1, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9458,9458,32,4,97723,15,10,4,3,1, White, Male,0,0,38, United-States, <=50K,1,1,4,1,-1
9459,9459,49,7,354529,15,10,4,1,1, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9460,9460,22,4,249727,15,10,4,1,3, White, Male,0,0,30, United-States, <=50K,1,1,4,1,-1
9461,9461,26,4,189590,15,10,4,1,1, White, Male,0,0,30, United-States, <=50K,1,1,4,1,-1
9462,9462,23,7,298871,15,10,2,1,0, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K,1,1,1,1,-1
9463,9463,55,6,205296,15,10,2,12,5, White, Female,0,0,50, United-States, <=50K,1,0,4,1,1
9464,9464,47,4,303637,11,9,2,4,0, White, Male,0,0,49, United-States, >50K,-1,1,4,-1,-1
9465,9465,44,4,242861,11,9,2,14,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9466,9466,27,4,37599,15,10,4,8,1, White, Male,0,0,24, United-States, <=50K,1,1,4,1,-1
9467,9467,40,7,199381,12,14,2,10,5, White, Female,15024,0,37, United-States, >50K,-1,0,4,-1,1
9468,9468,32,6,56328,9,13,2,10,5, White, Female,0,0,8, United-States, >50K,-1,0,4,-1,1
9469,9469,20,4,256211,15,10,4,7,2, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K,1,1,1,1,-1
9470,9470,84,2,163685,11,9,6,4,1, White, Female,0,0,33, United-States, <=50K,1,0,4,1,1
9471,9471,40,4,266084,15,10,0,3,2, White, Male,0,0,50, United-States, <=50K,1,1,4,1,-1
9472,9472,37,4,161111,9,13,4,12,1, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9473,9473,44,4,199031,15,10,0,14,3, White, Male,0,1380,40, United-States, <=50K,1,1,4,1,-1
9474,9474,47,4,166634,15,10,0,4,4, White, Female,0,0,40, Germany, <=50K,1,0,4,1,1
9475,9475,62,6,204085,15,10,2,12,0, White, Male,0,0,25, United-States, <=50K,1,1,4,1,-1
9476,9476,19,0,369527,15,10,4,0,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9477,9477,47,4,464945,11,9,4,14,1, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9478,9478,44,2,174684,11,9,0,3,4, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9479,9479,26,2,166295,9,13,2,1,0, White, Male,0,0,41, United-States, <=50K,1,1,4,1,-1
9480,9480,36,4,220511,15,10,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9481,9481,52,4,246936,1,7,2,8,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9482,9482,33,4,104509,15,10,0,1,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9483,9483,48,0,266337,11,9,2,0,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9484,9484,33,4,252168,11,9,2,14,0, Black, Male,0,0,40, United-States, <=50K,1,1,2,1,-1
9485,9485,25,4,92093,9,13,2,4,0, White, Male,0,0,20, United-States, <=50K,1,1,4,1,-1
9486,9486,62,4,88055,9,13,2,7,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9487,9487,38,4,129591,15,10,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9488,9488,46,4,142719,11,9,3,5,1, White, Male,0,0,65, United-States, <=50K,1,1,4,1,-1
9489,9489,18,0,264924,15,10,4,0,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9490,9490,46,4,128796,9,13,2,4,0, White, Male,0,0,44, United-States, >50K,-1,1,4,-1,-1
9491,9491,38,4,115336,11,9,0,8,4, White, Female,0,0,70, United-States, <=50K,1,0,4,1,1
9492,9492,52,4,190333,15,10,2,1,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9493,9493,63,6,179444,5,4,2,4,0, White, Male,0,0,15, United-States, <=50K,1,1,4,1,-1
9494,9494,49,4,218676,15,10,2,7,0, White, Male,0,0,43, United-States, <=50K,1,1,4,1,-1
9495,9495,17,2,148194,1,7,4,1,3, White, Female,0,0,12, United-States, <=50K,1,0,4,1,1
9496,9496,33,4,184833,11,9,4,8,1, White, Female,0,0,35, United-States, <=50K,1,0,4,1,1
9497,9497,70,6,280639,11,9,6,8,2, White, Female,2329,0,20, United-States, <=50K,1,0,4,1,1
9498,9498,19,4,217769,15,10,4,8,3, White, Female,0,0,15, United-States, <=50K,1,0,4,1,1
9499,9499,27,0,180553,11,9,2,0,5, White, Female,0,0,40, United-States, >50K,-1,0,4,-1,1
9500,9500,61,4,56009,15,10,2,12,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9501,9501,33,4,255334,9,13,2,10,0, White, Male,0,0,25, United-States, >50K,-1,1,4,-1,-1
9502,9502,46,5,328216,9,13,2,12,0, White, Male,0,1902,42, ?, >50K,-1,1,4,-1,-1
9503,9503,29,4,349154,0,6,5,5,4, White, Female,0,0,40, Guatemala, <=50K,1,0,4,1,1
9504,9504,40,2,24763,15,10,0,14,4, White, Male,6849,0,40, United-States, <=50K,1,1,4,1,-1
9505,9505,43,7,41834,11,9,2,14,0, White, Male,0,0,38, United-States, >50K,-1,1,4,-1,-1
9506,9506,24,4,113466,11,9,4,12,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9507,9507,29,4,130856,15,10,2,3,0, White, Male,0,0,60, United-States, <=50K,1,1,4,1,-1
9508,9508,61,6,268797,11,9,2,8,5, Black, Female,0,0,17, United-States, <=50K,1,0,2,1,1
9509,9509,48,4,202117,1,7,0,8,1, White, Female,0,0,34, United-States, <=50K,1,0,4,1,1
9510,9510,19,4,280146,15,10,4,6,3, White, Male,0,0,20, United-States, <=50K,1,1,4,1,-1
9511,9511,30,4,70377,15,10,4,7,1, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9512,9512,24,4,236696,15,10,4,8,1, White, Male,0,0,30, United-States, <=50K,1,1,4,1,-1
9513,9513,39,2,222572,12,14,4,10,4, White, Female,0,0,43, United-States, <=50K,1,0,4,1,1
9514,9514,46,5,110702,15,10,0,4,4, White, Female,2036,0,60, United-States, <=50K,1,0,4,1,1
9515,9515,40,4,96129,11,9,2,12,0, White, Male,0,0,72, United-States, >50K,-1,1,4,-1,-1
9516,9516,27,2,200492,9,13,4,10,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9517,9517,25,4,193820,12,14,4,10,3, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9518,9518,31,4,454508,1,7,4,3,1, White, Male,0,2001,40, United-States, <=50K,1,1,4,1,-1
9519,9519,58,4,220789,9,13,0,14,1, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9520,9520,33,4,101345,11,9,2,4,5, White, Female,0,0,42, Canada, >50K,-1,0,4,-1,1
9521,9521,40,4,140559,11,9,6,8,4, White, Female,0,0,25, United-States, <=50K,1,0,4,1,1
9522,9522,40,5,64885,12,14,2,12,0, White, Male,0,0,70, United-States, >50K,-1,1,4,-1,-1
9523,9523,31,4,402361,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9524,9524,33,4,143582,11,9,5,8,4, Asian-Pac-Islander, Female,0,0,48, China, <=50K,1,0,1,1,1
9525,9525,49,4,185385,7,12,2,12,0, White, Male,0,0,45, United-States, <=50K,1,1,4,1,-1
9526,9526,24,4,112706,8,11,4,13,3, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9527,9527,46,4,130364,11,9,4,3,4, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9528,9528,58,2,147428,12,14,2,10,0, White, Male,0,0,40, United-States, >50K,-1,1,4,-1,-1
9529,9529,20,4,205895,15,10,4,12,3, White, Female,0,0,20, United-States, <=50K,1,0,4,1,1
9530,9530,65,0,273569,11,9,6,0,4, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9531,9531,43,4,153160,15,10,2,1,5, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9532,9532,48,6,167918,12,14,2,12,0, Asian-Pac-Islander, Male,0,0,50, India, <=50K,1,1,1,1,-1
9533,9533,41,4,195661,15,10,2,14,0, White, Male,0,0,54, United-States, <=50K,1,1,4,1,-1
9534,9534,27,7,146243,15,10,5,8,1, White, Female,0,0,30, United-States, <=50K,1,0,4,1,1
9535,9535,52,0,105428,15,10,2,0,0, White, Male,0,0,12, United-States, <=50K,1,1,4,1,-1
9536,9536,26,4,149943,11,9,4,8,2, Asian-Pac-Islander, Male,0,0,60, ?, <=50K,1,1,1,1,-1
9537,9537,52,2,246197,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9538,9538,52,2,192563,15,10,0,4,1, White, Female,0,0,38, United-States, <=50K,1,0,4,1,1
9539,9539,19,4,244115,11,9,4,8,3, Black, Male,0,0,30, United-States, <=50K,1,1,2,1,-1
9540,9540,39,2,98587,15,10,0,10,3, White, Female,0,0,45, United-States, <=50K,1,0,4,1,1
9541,9541,47,4,145886,15,10,0,8,4, White, Female,0,0,40, United-States, <=50K,1,0,4,1,1
9542,9542,27,4,244315,11,9,0,3,2, Other, Male,0,0,40, United-States, <=50K,1,1,3,1,-1
9543,9543,48,4,192779,15,10,0,3,1, White, Male,0,0,40, United-States, <=50K,1,1,4,1,-1
9544,9544,50,4,209464,11,9,5,8,4, White, Female,0,0,35, United-States, <=50K,1,0,4,1,1
9545,9545,60,4,25141,15,10,2,14,0, White, Male,0,0,60, United-States, <=50K,1,1,4,1,-1
9546,9546,28,4,405793,7,12,2,13,0, White, Male,0,0,45, United-States, >50K,-1,1,4,-1,-1
9547,9547,47,1,53498,11,9,0,8,4, Black, Female,0,0,40, United-States, <=50K,1,0,2,1,1
